S No,Station Name,Station Code,Old Station Category,New Station Category,Division,Zone,District,State
649,SINDKHEDA,SNK,E,NSG6,BCT,WR,DHULE,MAHARASHTRA
650,TAKARKHEDA,TKHE,E,NSG6,BCT,WR,JALGAON,MAHARASHTRA
651,TISI,TISI,E,NSG6,BCT,WR,NANDURBAR,MAHARASHTRA
652,VIKHRAN ROAD,VKH,E,NSG6,BCT,WR,DHULE,MAHARASHTRA
653,ANDHERI,ADH,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
654,BANDRA,BA,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
655,BHAYANDER,BYR,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
656,BOISAR,BOR,C,SG1,BCT,WR,PALGHAR,MAHARASHTRA
657,BORIVALI,BVI,A1,SG1,BCT,WR,MUMBAI,MAHARASHTRA
658,CHURCHGATE,CCG,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
659,DADAR,DDR,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
660,DAHISAR,DIC,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
661,GOREGAON,GMN,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
662,JOGESHWARI,JOS,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
663,KANDIVALI,KILE,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
664,KHAR ROAD,KHAR,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
665,MAHIM JN.,MM,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
666,MALAD,MDD,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
667,MIRA ROAD,MIRA,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
668,NALLASOPARA,NSP,C,SG1,BCT,WR,PALGHAR,MAHARASHTRA
669,SANTACRUZ,STC,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
670,VASAI ROAD,BSR,C,SG1,BCT,WR,PALGHAR,MAHARASHTRA
671,VILLE PARLE,VLP,C,SG1,BCT,WR,MUMBAI,MAHARASHTRA
672,VIRAR,VR,C,SG1,BCT,WR,PALGHAR,MAHARASHTRA
673,CHARNI ROAD,CYR,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
674,GRANT ROAD,GTR,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
675,LOWER PAREL,PL,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
676,MAHALAXMI,MX,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
677,MARINE LINES,MEL,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
678,MATUNGA ROAD,MRU,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
679,NAIGAON,NIG,C,SG2,BCT,WR,PALGHAR,MAHARASHTRA
680,PALGHAR,PLG,C,SG2,BCT,WR,PALGHAR,MAHARASHTRA
681,PRABHADEVI,PBHD,C,SG2,BCT,WR,MUMBAI,MAHARASHTRA
682,DAHANU ROAD,DRD,C,SG3,BCT,WR,PALGHAR,MAHARASHTRA
683,KELVE ROAD,KLV,C,SG3,BCT,WR,PALGHAR,MAHARASHTRA
684,RAM MANDIR,RMAR,C,SG3,BCT,WR,MUMBAI,MAHARASHTRA
685,SAPHALE,SAH,C,SG3,BCT,WR,PALGHAR,MAHARASHTRA
686,UMROLI,UOI,F,SG3,BCT,WR,PALGHAR,MAHARASHTRA
687,VAITARNA,VTN,C,SG3,BCT,WR,PALGHAR,MAHARASHTRA
688,VANGAON,VGN,C,SG3,BCT,WR,PALGHAR,MAHARASHTRA
